datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
3/12/2004 6:00:00 PM,3/12/2004 1:00:00 PM,3/12/2004 7:00:00 PM,3/12/2004 2:00:00 PM,PJM-E,33055
3/12/2004 6:00:00 PM,3/12/2004 1:00:00 PM,3/12/2004 7:00:00 PM,3/12/2004 2:00:00 PM,PJM-W,6338
3/12/2004 7:00:00 PM,3/12/2004 2:00:00 PM,3/12/2004 8:00:00 PM,3/12/2004 3:00:00 PM,PJM-E,32661
3/12/2004 7:00:00 PM,3/12/2004 2:00:00 PM,3/12/2004 8:00:00 PM,3/12/2004 3:00:00 PM,PJM-W,6232
3/12/2004 8:00:00 PM,3/12/2004 3:00:00 PM,3/12/2004 9:00:00 PM,3/12/2004 4:00:00 PM,PJM-E,32244
3/12/2004 8:00:00 PM,3/12/2004 3:00:00 PM,3/12/2004 9:00:00 PM,3/12/2004 4:00:00 PM,PJM-W,6075
3/12/2004 9:00:00 PM,3/12/2004 4:00:00 PM,3/12/2004 10:00:00 PM,3/12/2004 5:00:00 PM,PJM-E,32410
3/12/2004 9:00:00 PM,3/12/2004 4:00:00 PM,3/12/2004 10:00:00 PM,3/12/2004 5:00:00 PM,PJM-W,6119
3/12/2004 10:00:00 PM,3/12/2004 5:00:00 PM,3/12/2004 11:00:00 PM,3/12/2004 6:00:00 PM,PJM-E,33065
3/12/2004 10:00:00 PM,3/12/2004 5:00:00 PM,3/12/2004 11:00:00 PM,3/12/2004 6:00:00 PM,PJM-W,6220
3/12/2004 11:00:00 PM,3/12/2004 6:00:00 PM,3/13/2004 12:00:00 AM,3/12/2004 7:00:00 PM,PJM-E,35128
3/12/2004 11:00:00 PM,3/12/2004 6:00:00 PM,3/13/2004 12:00:00 AM,3/12/2004 7:00:00 PM,PJM-W,6543
3/13/2004 12:00:00 AM,3/12/2004 7:00:00 PM,3/13/2004 1:00:00 AM,3/12/2004 8:00:00 PM,PJM-E,35460
3/13/2004 12:00:00 AM,3/12/2004 7:00:00 PM,3/13/2004 1:00:00 AM,3/12/2004 8:00:00 PM,PJM-W,6726
3/13/2004 1:00:00 AM,3/12/2004 8:00:00 PM,3/13/2004 2:00:00 AM,3/12/2004 9:00:00 PM,PJM-E,34752
3/13/2004 1:00:00 AM,3/12/2004 8:00:00 PM,3/13/2004 2:00:00 AM,3/12/2004 9:00:00 PM,PJM-W,6696
3/13/2004 2:00:00 AM,3/12/2004 9:00:00 PM,3/13/2004 3:00:00 AM,3/12/2004 10:00:00 PM,PJM-E,33625
3/13/2004 2:00:00 AM,3/12/2004 9:00:00 PM,3/13/2004 3:00:00 AM,3/12/2004 10:00:00 PM,PJM-W,6536
3/13/2004 3:00:00 AM,3/12/2004 10:00:00 PM,3/13/2004 4:00:00 AM,3/12/2004 11:00:00 PM,PJM-E,31731
3/13/2004 3:00:00 AM,3/12/2004 10:00:00 PM,3/13/2004 4:00:00 AM,3/12/2004 11:00:00 PM,PJM-W,6248
3/13/2004 4:00:00 AM,3/12/2004 11:00:00 PM,3/13/2004 5:00:00 AM,3/13/2004 12:00:00 AM,PJM-E,29698
3/13/2004 4:00:00 AM,3/12/2004 11:00:00 PM,3/13/2004 5:00:00 AM,3/13/2004 12:00:00 AM,PJM-W,5890
3/13/2004 5:00:00 AM,3/13/2004 12:00:00 AM,3/13/2004 6:00:00 AM,3/13/2004 1:00:00 AM,PJM-E,28025
3/13/2004 5:00:00 AM,3/13/2004 12:00:00 AM,3/13/2004 6:00:00 AM,3/13/2004 1:00:00 AM,PJM-W,5603
3/13/2004 6:00:00 AM,3/13/2004 1:00:00 AM,3/13/2004 7:00:00 AM,3/13/2004 2:00:00 AM,PJM-E,27161
3/13/2004 6:00:00 AM,3/13/2004 1:00:00 AM,3/13/2004 7:00:00 AM,3/13/2004 2:00:00 AM,PJM-W,5554
3/13/2004 7:00:00 AM,3/13/2004 2:00:00 AM,3/13/2004 8:00:00 AM,3/13/2004 3:00:00 AM,PJM-E,26804
3/13/2004 7:00:00 AM,3/13/2004 2:00:00 AM,3/13/2004 8:00:00 AM,3/13/2004 3:00:00 AM,PJM-W,5521
3/13/2004 8:00:00 AM,3/13/2004 3:00:00 AM,3/13/2004 9:00:00 AM,3/13/2004 4:00:00 AM,PJM-E,26671
3/13/2004 8:00:00 AM,3/13/2004 3:00:00 AM,3/13/2004 9:00:00 AM,3/13/2004 4:00:00 AM,PJM-W,5487
3/13/2004 9:00:00 AM,3/13/2004 4:00:00 AM,3/13/2004 10:00:00 AM,3/13/2004 5:00:00 AM,PJM-E,26883
3/13/2004 9:00:00 AM,3/13/2004 4:00:00 AM,3/13/2004 10:00:00 AM,3/13/2004 5:00:00 AM,PJM-W,5576
3/13/2004 10:00:00 AM,3/13/2004 5:00:00 AM,3/13/2004 11:00:00 AM,3/13/2004 6:00:00 AM,PJM-E,27630
3/13/2004 10:00:00 AM,3/13/2004 5:00:00 AM,3/13/2004 11:00:00 AM,3/13/2004 6:00:00 AM,PJM-W,5704
3/13/2004 11:00:00 AM,3/13/2004 6:00:00 AM,3/13/2004 12:00:00 PM,3/13/2004 7:00:00 AM,PJM-E,28831
3/13/2004 11:00:00 AM,3/13/2004 6:00:00 AM,3/13/2004 12:00:00 PM,3/13/2004 7:00:00 AM,PJM-W,5888
3/13/2004 12:00:00 PM,3/13/2004 7:00:00 AM,3/13/2004 1:00:00 PM,3/13/2004 8:00:00 AM,PJM-E,30504
3/13/2004 12:00:00 PM,3/13/2004 7:00:00 AM,3/13/2004 1:00:00 PM,3/13/2004 8:00:00 AM,PJM-W,6119
3/13/2004 1:00:00 PM,3/13/2004 8:00:00 AM,3/13/2004 2:00:00 PM,3/13/2004 9:00:00 AM,PJM-E,32096
3/13/2004 1:00:00 PM,3/13/2004 8:00:00 AM,3/13/2004 2:00:00 PM,3/13/2004 9:00:00 AM,PJM-W,6353
3/13/2004 2:00:00 PM,3/13/2004 9:00:00 AM,3/13/2004 3:00:00 PM,3/13/2004 10:00:00 AM,PJM-E,32858
3/13/2004 2:00:00 PM,3/13/2004 9:00:00 AM,3/13/2004 3:00:00 PM,3/13/2004 10:00:00 AM,PJM-W,6446
3/13/2004 3:00:00 PM,3/13/2004 10:00:00 AM,3/13/2004 4:00:00 PM,3/13/2004 11:00:00 AM,PJM-E,32733
3/13/2004 3:00:00 PM,3/13/2004 10:00:00 AM,3/13/2004 4:00:00 PM,3/13/2004 11:00:00 AM,PJM-W,6337
3/13/2004 4:00:00 PM,3/13/2004 11:00:00 AM,3/13/2004 5:00:00 PM,3/13/2004 12:00:00 PM,PJM-E,32083
3/13/2004 4:00:00 PM,3/13/2004 11:00:00 AM,3/13/2004 5:00:00 PM,3/13/2004 12:00:00 PM,PJM-W,6188
3/13/2004 5:00:00 PM,3/13/2004 12:00:00 PM,3/13/2004 6:00:00 PM,3/13/2004 1:00:00 PM,PJM-E,31186
3/13/2004 5:00:00 PM,3/13/2004 12:00:00 PM,3/13/2004 6:00:00 PM,3/13/2004 1:00:00 PM,PJM-W,5975
3/13/2004 6:00:00 PM,3/13/2004 1:00:00 PM,3/13/2004 7:00:00 PM,3/13/2004 2:00:00 PM,PJM-E,30041
3/13/2004 6:00:00 PM,3/13/2004 1:00:00 PM,3/13/2004 7:00:00 PM,3/13/2004 2:00:00 PM,PJM-W,5771
3/13/2004 7:00:00 PM,3/13/2004 2:00:00 PM,3/13/2004 8:00:00 PM,3/13/2004 3:00:00 PM,PJM-E,29203
3/13/2004 7:00:00 PM,3/13/2004 2:00:00 PM,3/13/2004 8:00:00 PM,3/13/2004 3:00:00 PM,PJM-W,5563
3/13/2004 8:00:00 PM,3/13/2004 3:00:00 PM,3/13/2004 9:00:00 PM,3/13/2004 4:00:00 PM,PJM-E,28621
3/13/2004 8:00:00 PM,3/13/2004 3:00:00 PM,3/13/2004 9:00:00 PM,3/13/2004 4:00:00 PM,PJM-W,5460
3/13/2004 9:00:00 PM,3/13/2004 4:00:00 PM,3/13/2004 10:00:00 PM,3/13/2004 5:00:00 PM,PJM-E,28708
3/13/2004 9:00:00 PM,3/13/2004 4:00:00 PM,3/13/2004 10:00:00 PM,3/13/2004 5:00:00 PM,PJM-W,5460
3/13/2004 10:00:00 PM,3/13/2004 5:00:00 PM,3/13/2004 11:00:00 PM,3/13/2004 6:00:00 PM,PJM-E,29573
3/13/2004 10:00:00 PM,3/13/2004 5:00:00 PM,3/13/2004 11:00:00 PM,3/13/2004 6:00:00 PM,PJM-W,5532
3/13/2004 11:00:00 PM,3/13/2004 6:00:00 PM,3/14/2004 12:00:00 AM,3/13/2004 7:00:00 PM,PJM-E,32033
3/13/2004 11:00:00 PM,3/13/2004 6:00:00 PM,3/14/2004 12:00:00 AM,3/13/2004 7:00:00 PM,PJM-W,5873
3/14/2004 12:00:00 AM,3/13/2004 7:00:00 PM,3/14/2004 1:00:00 AM,3/13/2004 8:00:00 PM,PJM-E,32851
3/14/2004 12:00:00 AM,3/13/2004 7:00:00 PM,3/14/2004 1:00:00 AM,3/13/2004 8:00:00 PM,PJM-W,6127
3/14/2004 1:00:00 AM,3/13/2004 8:00:00 PM,3/14/2004 2:00:00 AM,3/13/2004 9:00:00 PM,PJM-E,32503
3/14/2004 1:00:00 AM,3/13/2004 8:00:00 PM,3/14/2004 2:00:00 AM,3/13/2004 9:00:00 PM,PJM-W,6076
3/14/2004 2:00:00 AM,3/13/2004 9:00:00 PM,3/14/2004 3:00:00 AM,3/13/2004 10:00:00 PM,PJM-E,31693
3/14/2004 2:00:00 AM,3/13/2004 9:00:00 PM,3/14/2004 3:00:00 AM,3/13/2004 10:00:00 PM,PJM-W,5997
3/14/2004 3:00:00 AM,3/13/2004 10:00:00 PM,3/14/2004 4:00:00 AM,3/13/2004 11:00:00 PM,PJM-E,30304
3/14/2004 3:00:00 AM,3/13/2004 10:00:00 PM,3/14/2004 4:00:00 AM,3/13/2004 11:00:00 PM,PJM-W,5772
3/14/2004 4:00:00 AM,3/13/2004 11:00:00 PM,3/14/2004 5:00:00 AM,3/14/2004 12:00:00 AM,PJM-E,28717
3/14/2004 4:00:00 AM,3/13/2004 11:00:00 PM,3/14/2004 5:00:00 AM,3/14/2004 12:00:00 AM,PJM-W,5529
3/14/2004 5:00:00 AM,3/14/2004 12:00:00 AM,3/14/2004 6:00:00 AM,3/14/2004 1:00:00 AM,PJM-E,27279
3/14/2004 5:00:00 AM,3/14/2004 12:00:00 AM,3/14/2004 6:00:00 AM,3/14/2004 1:00:00 AM,PJM-W,5298
3/14/2004 6:00:00 AM,3/14/2004 1:00:00 AM,3/14/2004 7:00:00 AM,3/14/2004 2:00:00 AM,PJM-E,26494
3/14/2004 6:00:00 AM,3/14/2004 1:00:00 AM,3/14/2004 7:00:00 AM,3/14/2004 2:00:00 AM,PJM-W,5189
3/14/2004 7:00:00 AM,3/14/2004 2:00:00 AM,3/14/2004 8:00:00 AM,3/14/2004 3:00:00 AM,PJM-E,26111
3/14/2004 7:00:00 AM,3/14/2004 2:00:00 AM,3/14/2004 8:00:00 AM,3/14/2004 3:00:00 AM,PJM-W,5133
3/14/2004 8:00:00 AM,3/14/2004 3:00:00 AM,3/14/2004 9:00:00 AM,3/14/2004 4:00:00 AM,PJM-E,26054
3/14/2004 8:00:00 AM,3/14/2004 3:00:00 AM,3/14/2004 9:00:00 AM,3/14/2004 4:00:00 AM,PJM-W,5175
3/14/2004 9:00:00 AM,3/14/2004 4:00:00 AM,3/14/2004 10:00:00 AM,3/14/2004 5:00:00 AM,PJM-E,26272
3/14/2004 9:00:00 AM,3/14/2004 4:00:00 AM,3/14/2004 10:00:00 AM,3/14/2004 5:00:00 AM,PJM-W,5209
3/14/2004 10:00:00 AM,3/14/2004 5:00:00 AM,3/14/2004 11:00:00 AM,3/14/2004 6:00:00 AM,PJM-E,26953
3/14/2004 10:00:00 AM,3/14/2004 5:00:00 AM,3/14/2004 11:00:00 AM,3/14/2004 6:00:00 AM,PJM-W,5285
3/14/2004 11:00:00 AM,3/14/2004 6:00:00 AM,3/14/2004 12:00:00 PM,3/14/2004 7:00:00 AM,PJM-E,27525
3/14/2004 11:00:00 AM,3/14/2004 6:00:00 AM,3/14/2004 12:00:00 PM,3/14/2004 7:00:00 AM,PJM-W,5405
3/14/2004 12:00:00 PM,3/14/2004 7:00:00 AM,3/14/2004 1:00:00 PM,3/14/2004 8:00:00 AM,PJM-E,28441
3/14/2004 12:00:00 PM,3/14/2004 7:00:00 AM,3/14/2004 1:00:00 PM,3/14/2004 8:00:00 AM,PJM-W,5602
3/14/2004 1:00:00 PM,3/14/2004 8:00:00 AM,3/14/2004 2:00:00 PM,3/14/2004 9:00:00 AM,PJM-E,29611
3/14/2004 1:00:00 PM,3/14/2004 8:00:00 AM,3/14/2004 2:00:00 PM,3/14/2004 9:00:00 AM,PJM-W,5792
3/14/2004 2:00:00 PM,3/14/2004 9:00:00 AM,3/14/2004 3:00:00 PM,3/14/2004 10:00:00 AM,PJM-E,30191
3/14/2004 2:00:00 PM,3/14/2004 9:00:00 AM,3/14/2004 3:00:00 PM,3/14/2004 10:00:00 AM,PJM-W,5895
3/14/2004 3:00:00 PM,3/14/2004 10:00:00 AM,3/14/2004 4:00:00 PM,3/14/2004 11:00:00 AM,PJM-E,30258
3/14/2004 3:00:00 PM,3/14/2004 10:00:00 AM,3/14/2004 4:00:00 PM,3/14/2004 11:00:00 AM,PJM-W,5830
3/14/2004 4:00:00 PM,3/14/2004 11:00:00 AM,3/14/2004 5:00:00 PM,3/14/2004 12:00:00 PM,PJM-E,30151
3/14/2004 4:00:00 PM,3/14/2004 11:00:00 AM,3/14/2004 5:00:00 PM,3/14/2004 12:00:00 PM,PJM-W,5778
3/14/2004 5:00:00 PM,3/14/2004 12:00:00 PM,3/14/2004 6:00:00 PM,3/14/2004 1:00:00 PM,PJM-E,29741
3/14/2004 5:00:00 PM,3/14/2004 12:00:00 PM,3/14/2004 6:00:00 PM,3/14/2004 1:00:00 PM,PJM-W,5728
3/14/2004 6:00:00 PM,3/14/2004 1:00:00 PM,3/14/2004 7:00:00 PM,3/14/2004 2:00:00 PM,PJM-E,29201
3/14/2004 6:00:00 PM,3/14/2004 1:00:00 PM,3/14/2004 7:00:00 PM,3/14/2004 2:00:00 PM,PJM-W,5624
3/14/2004 7:00:00 PM,3/14/2004 2:00:00 PM,3/14/2004 8:00:00 PM,3/14/2004 3:00:00 PM,PJM-E,28720
3/14/2004 7:00:00 PM,3/14/2004 2:00:00 PM,3/14/2004 8:00:00 PM,3/14/2004 3:00:00 PM,PJM-W,5565
3/14/2004 8:00:00 PM,3/14/2004 3:00:00 PM,3/14/2004 9:00:00 PM,3/14/2004 4:00:00 PM,PJM-E,28666
3/14/2004 8:00:00 PM,3/14/2004 3:00:00 PM,3/14/2004 9:00:00 PM,3/14/2004 4:00:00 PM,PJM-W,5588
3/14/2004 9:00:00 PM,3/14/2004 4:00:00 PM,3/14/2004 10:00:00 PM,3/14/2004 5:00:00 PM,PJM-E,29188
3/14/2004 9:00:00 PM,3/14/2004 4:00:00 PM,3/14/2004 10:00:00 PM,3/14/2004 5:00:00 PM,PJM-W,5637
3/14/2004 10:00:00 PM,3/14/2004 5:00:00 PM,3/14/2004 11:00:00 PM,3/14/2004 6:00:00 PM,PJM-E,30387
3/14/2004 10:00:00 PM,3/14/2004 5:00:00 PM,3/14/2004 11:00:00 PM,3/14/2004 6:00:00 PM,PJM-W,5789
3/14/2004 11:00:00 PM,3/14/2004 6:00:00 PM,3/15/2004 12:00:00 AM,3/14/2004 7:00:00 PM,PJM-E,32585
3/14/2004 11:00:00 PM,3/14/2004 6:00:00 PM,3/15/2004 12:00:00 AM,3/14/2004 7:00:00 PM,PJM-W,6010
3/15/2004 12:00:00 AM,3/14/2004 7:00:00 PM,3/15/2004 1:00:00 AM,3/14/2004 8:00:00 PM,PJM-E,32908
3/15/2004 12:00:00 AM,3/14/2004 7:00:00 PM,3/15/2004 1:00:00 AM,3/14/2004 8:00:00 PM,PJM-W,6108
3/15/2004 1:00:00 AM,3/14/2004 8:00:00 PM,3/15/2004 2:00:00 AM,3/14/2004 9:00:00 PM,PJM-E,32206
3/15/2004 1:00:00 AM,3/14/2004 8:00:00 PM,3/15/2004 2:00:00 AM,3/14/2004 9:00:00 PM,PJM-W,5982
3/15/2004 2:00:00 AM,3/14/2004 9:00:00 PM,3/15/2004 3:00:00 AM,3/14/2004 10:00:00 PM,PJM-E,30692
3/15/2004 2:00:00 AM,3/14/2004 9:00:00 PM,3/15/2004 3:00:00 AM,3/14/2004 10:00:00 PM,PJM-W,5724
3/15/2004 3:00:00 AM,3/14/2004 10:00:00 PM,3/15/2004 4:00:00 AM,3/14/2004 11:00:00 PM,PJM-E,28744
3/15/2004 3:00:00 AM,3/14/2004 10:00:00 PM,3/15/2004 4:00:00 AM,3/14/2004 11:00:00 PM,PJM-W,5448
3/15/2004 4:00:00 AM,3/14/2004 11:00:00 PM,3/15/2004 5:00:00 AM,3/15/2004 12:00:00 AM,PJM-E,26654
3/15/2004 4:00:00 AM,3/14/2004 11:00:00 PM,3/15/2004 5:00:00 AM,3/15/2004 12:00:00 AM,PJM-W,5200
3/15/2004 5:00:00 AM,3/15/2004 12:00:00 AM,3/15/2004 6:00:00 AM,3/15/2004 1:00:00 AM,PJM-E,25102
3/15/2004 5:00:00 AM,3/15/2004 12:00:00 AM,3/15/2004 6:00:00 AM,3/15/2004 1:00:00 AM,PJM-W,5023
3/15/2004 6:00:00 AM,3/15/2004 1:00:00 AM,3/15/2004 7:00:00 AM,3/15/2004 2:00:00 AM,PJM-E,24224
3/15/2004 6:00:00 AM,3/15/2004 1:00:00 AM,3/15/2004 7:00:00 AM,3/15/2004 2:00:00 AM,PJM-W,4929
3/15/2004 7:00:00 AM,3/15/2004 2:00:00 AM,3/15/2004 8:00:00 AM,3/15/2004 3:00:00 AM,PJM-E,23940
3/15/2004 7:00:00 AM,3/15/2004 2:00:00 AM,3/15/2004 8:00:00 AM,3/15/2004 3:00:00 AM,PJM-W,4926
3/15/2004 8:00:00 AM,3/15/2004 3:00:00 AM,3/15/2004 9:00:00 AM,3/15/2004 4:00:00 AM,PJM-E,24041
3/15/2004 8:00:00 AM,3/15/2004 3:00:00 AM,3/15/2004 9:00:00 AM,3/15/2004 4:00:00 AM,PJM-W,4974
3/15/2004 9:00:00 AM,3/15/2004 4:00:00 AM,3/15/2004 10:00:00 AM,3/15/2004 5:00:00 AM,PJM-E,24743
3/15/2004 9:00:00 AM,3/15/2004 4:00:00 AM,3/15/2004 10:00:00 AM,3/15/2004 5:00:00 AM,PJM-W,5145
3/15/2004 10:00:00 AM,3/15/2004 5:00:00 AM,3/15/2004 11:00:00 AM,3/15/2004 6:00:00 AM,PJM-E,27001
3/15/2004 10:00:00 AM,3/15/2004 5:00:00 AM,3/15/2004 11:00:00 AM,3/15/2004 6:00:00 AM,PJM-W,5469
3/15/2004 11:00:00 AM,3/15/2004 6:00:00 AM,3/15/2004 12:00:00 PM,3/15/2004 7:00:00 AM,PJM-E,30559
3/15/2004 11:00:00 AM,3/15/2004 6:00:00 AM,3/15/2004 12:00:00 PM,3/15/2004 7:00:00 AM,PJM-W,6087
3/15/2004 12:00:00 PM,3/15/2004 7:00:00 AM,3/15/2004 1:00:00 PM,3/15/2004 8:00:00 AM,PJM-E,32525
3/15/2004 12:00:00 PM,3/15/2004 7:00:00 AM,3/15/2004 1:00:00 PM,3/15/2004 8:00:00 AM,PJM-W,6293
3/15/2004 1:00:00 PM,3/15/2004 8:00:00 AM,3/15/2004 2:00:00 PM,3/15/2004 9:00:00 AM,PJM-E,32639
3/15/2004 1:00:00 PM,3/15/2004 8:00:00 AM,3/15/2004 2:00:00 PM,3/15/2004 9:00:00 AM,PJM-W,6235
3/15/2004 2:00:00 PM,3/15/2004 9:00:00 AM,3/15/2004 3:00:00 PM,3/15/2004 10:00:00 AM,PJM-E,32635
3/15/2004 2:00:00 PM,3/15/2004 9:00:00 AM,3/15/2004 3:00:00 PM,3/15/2004 10:00:00 AM,PJM-W,6179
3/15/2004 3:00:00 PM,3/15/2004 10:00:00 AM,3/15/2004 4:00:00 PM,3/15/2004 11:00:00 AM,PJM-E,32567
3/15/2004 3:00:00 PM,3/15/2004 10:00:00 AM,3/15/2004 4:00:00 PM,3/15/2004 11:00:00 AM,PJM-W,6160
3/15/2004 4:00:00 PM,3/15/2004 11:00:00 AM,3/15/2004 5:00:00 PM,3/15/2004 12:00:00 PM,PJM-E,32257
3/15/2004 4:00:00 PM,3/15/2004 11:00:00 AM,3/15/2004 5:00:00 PM,3/15/2004 12:00:00 PM,PJM-W,6062
3/15/2004 5:00:00 PM,3/15/2004 12:00:00 PM,3/15/2004 6:00:00 PM,3/15/2004 1:00:00 PM,PJM-E,31750
3/15/2004 5:00:00 PM,3/15/2004 12:00:00 PM,3/15/2004 6:00:00 PM,3/15/2004 1:00:00 PM,PJM-W,5914
3/15/2004 6:00:00 PM,3/15/2004 1:00:00 PM,3/15/2004 7:00:00 PM,3/15/2004 2:00:00 PM,PJM-E,31558
3/15/2004 6:00:00 PM,3/15/2004 1:00:00 PM,3/15/2004 7:00:00 PM,3/15/2004 2:00:00 PM,PJM-W,5811
3/15/2004 7:00:00 PM,3/15/2004 2:00:00 PM,3/15/2004 8:00:00 PM,3/15/2004 3:00:00 PM,PJM-E,31013
3/15/2004 7:00:00 PM,3/15/2004 2:00:00 PM,3/15/2004 8:00:00 PM,3/15/2004 3:00:00 PM,PJM-W,5711
3/15/2004 8:00:00 PM,3/15/2004 3:00:00 PM,3/15/2004 9:00:00 PM,3/15/2004 4:00:00 PM,PJM-E,30680
3/15/2004 8:00:00 PM,3/15/2004 3:00:00 PM,3/15/2004 9:00:00 PM,3/15/2004 4:00:00 PM,PJM-W,5618
3/15/2004 9:00:00 PM,3/15/2004 4:00:00 PM,3/15/2004 10:00:00 PM,3/15/2004 5:00:00 PM,PJM-E,30745
3/15/2004 9:00:00 PM,3/15/2004 4:00:00 PM,3/15/2004 10:00:00 PM,3/15/2004 5:00:00 PM,PJM-W,5607
3/15/2004 10:00:00 PM,3/15/2004 5:00:00 PM,3/15/2004 11:00:00 PM,3/15/2004 6:00:00 PM,PJM-E,31419
3/15/2004 10:00:00 PM,3/15/2004 5:00:00 PM,3/15/2004 11:00:00 PM,3/15/2004 6:00:00 PM,PJM-W,5714
3/15/2004 11:00:00 PM,3/15/2004 6:00:00 PM,3/16/2004 12:00:00 AM,3/15/2004 7:00:00 PM,PJM-E,33681
3/15/2004 11:00:00 PM,3/15/2004 6:00:00 PM,3/16/2004 12:00:00 AM,3/15/2004 7:00:00 PM,PJM-W,6040
3/16/2004 12:00:00 AM,3/15/2004 7:00:00 PM,3/16/2004 1:00:00 AM,3/15/2004 8:00:00 PM,PJM-E,34547
3/16/2004 12:00:00 AM,3/15/2004 7:00:00 PM,3/16/2004 1:00:00 AM,3/15/2004 8:00:00 PM,PJM-W,6332
3/16/2004 1:00:00 AM,3/15/2004 8:00:00 PM,3/16/2004 2:00:00 AM,3/15/2004 9:00:00 PM,PJM-E,33846
3/16/2004 1:00:00 AM,3/15/2004 8:00:00 PM,3/16/2004 2:00:00 AM,3/15/2004 9:00:00 PM,PJM-W,6294
3/16/2004 2:00:00 AM,3/15/2004 9:00:00 PM,3/16/2004 3:00:00 AM,3/15/2004 10:00:00 PM,PJM-E,32184
3/16/2004 2:00:00 AM,3/15/2004 9:00:00 PM,3/16/2004 3:00:00 AM,3/15/2004 10:00:00 PM,PJM-W,6109
3/16/2004 3:00:00 AM,3/15/2004 10:00:00 PM,3/16/2004 4:00:00 AM,3/15/2004 11:00:00 PM,PJM-E,29609
3/16/2004 3:00:00 AM,3/15/2004 10:00:00 PM,3/16/2004 4:00:00 AM,3/15/2004 11:00:00 PM,PJM-W,5760
3/16/2004 4:00:00 AM,3/15/2004 11:00:00 PM,3/16/2004 5:00:00 AM,3/16/2004 12:00:00 AM,PJM-E,27248
3/16/2004 4:00:00 AM,3/15/2004 11:00:00 PM,3/16/2004 5:00:00 AM,3/16/2004 12:00:00 AM,PJM-W,5441
3/16/2004 5:00:00 AM,3/16/2004 12:00:00 AM,3/16/2004 6:00:00 AM,3/16/2004 1:00:00 AM,PJM-E,25637
3/16/2004 5:00:00 AM,3/16/2004 12:00:00 AM,3/16/2004 6:00:00 AM,3/16/2004 1:00:00 AM,PJM-W,5204
3/16/2004 6:00:00 AM,3/16/2004 1:00:00 AM,3/16/2004 7:00:00 AM,3/16/2004 2:00:00 AM,PJM-E,24987
3/16/2004 6:00:00 AM,3/16/2004 1:00:00 AM,3/16/2004 7:00:00 AM,3/16/2004 2:00:00 AM,PJM-W,5085
3/16/2004 7:00:00 AM,3/16/2004 2:00:00 AM,3/16/2004 8:00:00 AM,3/16/2004 3:00:00 AM,PJM-E,24697
3/16/2004 7:00:00 AM,3/16/2004 2:00:00 AM,3/16/2004 8:00:00 AM,3/16/2004 3:00:00 AM,PJM-W,5065
3/16/2004 8:00:00 AM,3/16/2004 3:00:00 AM,3/16/2004 9:00:00 AM,3/16/2004 4:00:00 AM,PJM-E,24787
3/16/2004 8:00:00 AM,3/16/2004 3:00:00 AM,3/16/2004 9:00:00 AM,3/16/2004 4:00:00 AM,PJM-W,5100
3/16/2004 9:00:00 AM,3/16/2004 4:00:00 AM,3/16/2004 10:00:00 AM,3/16/2004 5:00:00 AM,PJM-E,25511
3/16/2004 9:00:00 AM,3/16/2004 4:00:00 AM,3/16/2004 10:00:00 AM,3/16/2004 5:00:00 AM,PJM-W,5270
3/16/2004 10:00:00 AM,3/16/2004 5:00:00 AM,3/16/2004 11:00:00 AM,3/16/2004 6:00:00 AM,PJM-E,27832
3/16/2004 10:00:00 AM,3/16/2004 5:00:00 AM,3/16/2004 11:00:00 AM,3/16/2004 6:00:00 AM,PJM-W,5667
3/16/2004 11:00:00 AM,3/16/2004 6:00:00 AM,3/16/2004 12:00:00 PM,3/16/2004 7:00:00 AM,PJM-E,31888
3/16/2004 11:00:00 AM,3/16/2004 6:00:00 AM,3/16/2004 12:00:00 PM,3/16/2004 7:00:00 AM,PJM-W,6289
3/16/2004 12:00:00 PM,3/16/2004 7:00:00 AM,3/16/2004 1:00:00 PM,3/16/2004 8:00:00 AM,PJM-E,34685
3/16/2004 12:00:00 PM,3/16/2004 7:00:00 AM,3/16/2004 1:00:00 PM,3/16/2004 8:00:00 AM,PJM-W,6533
3/16/2004 1:00:00 PM,3/16/2004 8:00:00 AM,3/16/2004 2:00:00 PM,3/16/2004 9:00:00 AM,PJM-E,35574
3/16/2004 1:00:00 PM,3/16/2004 8:00:00 AM,3/16/2004 2:00:00 PM,3/16/2004 9:00:00 AM,PJM-W,6665
3/16/2004 2:00:00 PM,3/16/2004 9:00:00 AM,3/16/2004 3:00:00 PM,3/16/2004 10:00:00 AM,PJM-E,36175
3/16/2004 2:00:00 PM,3/16/2004 9:00:00 AM,3/16/2004 3:00:00 PM,3/16/2004 10:00:00 AM,PJM-W,6751
3/16/2004 3:00:00 PM,3/16/2004 10:00:00 AM,3/16/2004 4:00:00 PM,3/16/2004 11:00:00 AM,PJM-E,36718
3/16/2004 3:00:00 PM,3/16/2004 10:00:00 AM,3/16/2004 4:00:00 PM,3/16/2004 11:00:00 AM,PJM-W,6840
3/16/2004 4:00:00 PM,3/16/2004 11:00:00 AM,3/16/2004 5:00:00 PM,3/16/2004 12:00:00 PM,PJM-E,36820
3/16/2004 4:00:00 PM,3/16/2004 11:00:00 AM,3/16/2004 5:00:00 PM,3/16/2004 12:00:00 PM,PJM-W,6867
3/16/2004 5:00:00 PM,3/16/2004 12:00:00 PM,3/16/2004 6:00:00 PM,3/16/2004 1:00:00 PM,PJM-E,36746
