datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,load_area,estimated_load_hourly
7/3/2004 8:00:00 PM,7/3/2004 4:00:00 PM,7/3/2004 9:00:00 PM,7/3/2004 5:00:00 PM,NI,13217
7/3/2004 9:00:00 PM,7/3/2004 5:00:00 PM,7/3/2004 10:00:00 PM,7/3/2004 6:00:00 PM,PJM-E,40852
7/3/2004 9:00:00 PM,7/3/2004 5:00:00 PM,7/3/2004 10:00:00 PM,7/3/2004 6:00:00 PM,PJM-W,6873
7/3/2004 9:00:00 PM,7/3/2004 5:00:00 PM,7/3/2004 10:00:00 PM,7/3/2004 6:00:00 PM,NI,12735
7/3/2004 10:00:00 PM,7/3/2004 6:00:00 PM,7/3/2004 11:00:00 PM,7/3/2004 7:00:00 PM,PJM-E,39992
7/3/2004 10:00:00 PM,7/3/2004 6:00:00 PM,7/3/2004 11:00:00 PM,7/3/2004 7:00:00 PM,PJM-W,6691
7/3/2004 10:00:00 PM,7/3/2004 6:00:00 PM,7/3/2004 11:00:00 PM,7/3/2004 7:00:00 PM,NI,12431
7/3/2004 11:00:00 PM,7/3/2004 7:00:00 PM,7/4/2004 12:00:00 AM,7/3/2004 8:00:00 PM,PJM-E,38487
7/3/2004 11:00:00 PM,7/3/2004 7:00:00 PM,7/4/2004 12:00:00 AM,7/3/2004 8:00:00 PM,PJM-W,6521
7/3/2004 11:00:00 PM,7/3/2004 7:00:00 PM,7/4/2004 12:00:00 AM,7/3/2004 8:00:00 PM,NI,12182
7/4/2004 12:00:00 AM,7/3/2004 8:00:00 PM,7/4/2004 1:00:00 AM,7/3/2004 9:00:00 PM,PJM-E,37309
7/4/2004 12:00:00 AM,7/3/2004 8:00:00 PM,7/4/2004 1:00:00 AM,7/3/2004 9:00:00 PM,PJM-W,6333
7/4/2004 12:00:00 AM,7/3/2004 8:00:00 PM,7/4/2004 1:00:00 AM,7/3/2004 9:00:00 PM,NI,12037
7/4/2004 1:00:00 AM,7/3/2004 9:00:00 PM,7/4/2004 2:00:00 AM,7/3/2004 10:00:00 PM,PJM-E,36842
7/4/2004 1:00:00 AM,7/3/2004 9:00:00 PM,7/4/2004 2:00:00 AM,7/3/2004 10:00:00 PM,PJM-W,6247
7/4/2004 1:00:00 AM,7/3/2004 9:00:00 PM,7/4/2004 2:00:00 AM,7/3/2004 10:00:00 PM,NI,12208
7/4/2004 2:00:00 AM,7/3/2004 10:00:00 PM,7/4/2004 3:00:00 AM,7/3/2004 11:00:00 PM,PJM-E,34698
7/4/2004 2:00:00 AM,7/3/2004 10:00:00 PM,7/4/2004 3:00:00 AM,7/3/2004 11:00:00 PM,PJM-W,5954
7/4/2004 2:00:00 AM,7/3/2004 10:00:00 PM,7/4/2004 3:00:00 AM,7/3/2004 11:00:00 PM,NI,12100
7/4/2004 3:00:00 AM,7/3/2004 11:00:00 PM,7/4/2004 4:00:00 AM,7/4/2004 12:00:00 AM,PJM-E,32055
7/4/2004 3:00:00 AM,7/3/2004 11:00:00 PM,7/4/2004 4:00:00 AM,7/4/2004 12:00:00 AM,PJM-W,5604
7/4/2004 3:00:00 AM,7/3/2004 11:00:00 PM,7/4/2004 4:00:00 AM,7/4/2004 12:00:00 AM,NI,11658
7/4/2004 4:00:00 AM,7/4/2004 12:00:00 AM,7/4/2004 5:00:00 AM,7/4/2004 1:00:00 AM,PJM-E,29581
7/4/2004 4:00:00 AM,7/4/2004 12:00:00 AM,7/4/2004 5:00:00 AM,7/4/2004 1:00:00 AM,PJM-W,5197
7/4/2004 4:00:00 AM,7/4/2004 12:00:00 AM,7/4/2004 5:00:00 AM,7/4/2004 1:00:00 AM,NI,10916
7/4/2004 5:00:00 AM,7/4/2004 1:00:00 AM,7/4/2004 6:00:00 AM,7/4/2004 2:00:00 AM,PJM-E,27526
7/4/2004 5:00:00 AM,7/4/2004 1:00:00 AM,7/4/2004 6:00:00 AM,7/4/2004 2:00:00 AM,PJM-W,4890
7/4/2004 5:00:00 AM,7/4/2004 1:00:00 AM,7/4/2004 6:00:00 AM,7/4/2004 2:00:00 AM,NI,10164
7/4/2004 6:00:00 AM,7/4/2004 2:00:00 AM,7/4/2004 7:00:00 AM,7/4/2004 3:00:00 AM,PJM-E,26155
7/4/2004 6:00:00 AM,7/4/2004 2:00:00 AM,7/4/2004 7:00:00 AM,7/4/2004 3:00:00 AM,PJM-W,4648
7/4/2004 6:00:00 AM,7/4/2004 2:00:00 AM,7/4/2004 7:00:00 AM,7/4/2004 3:00:00 AM,NI,9641
7/4/2004 7:00:00 AM,7/4/2004 3:00:00 AM,7/4/2004 8:00:00 AM,7/4/2004 4:00:00 AM,PJM-E,25230
7/4/2004 7:00:00 AM,7/4/2004 3:00:00 AM,7/4/2004 8:00:00 AM,7/4/2004 4:00:00 AM,PJM-W,4569
7/4/2004 7:00:00 AM,7/4/2004 3:00:00 AM,7/4/2004 8:00:00 AM,7/4/2004 4:00:00 AM,NI,9247
7/4/2004 8:00:00 AM,7/4/2004 4:00:00 AM,7/4/2004 9:00:00 AM,7/4/2004 5:00:00 AM,PJM-E,24698
7/4/2004 8:00:00 AM,7/4/2004 4:00:00 AM,7/4/2004 9:00:00 AM,7/4/2004 5:00:00 AM,PJM-W,4442
7/4/2004 8:00:00 AM,7/4/2004 4:00:00 AM,7/4/2004 9:00:00 AM,7/4/2004 5:00:00 AM,NI,8995
7/4/2004 9:00:00 AM,7/4/2004 5:00:00 AM,7/4/2004 10:00:00 AM,7/4/2004 6:00:00 AM,PJM-E,24436
7/4/2004 9:00:00 AM,7/4/2004 5:00:00 AM,7/4/2004 10:00:00 AM,7/4/2004 6:00:00 AM,PJM-W,4446
7/4/2004 9:00:00 AM,7/4/2004 5:00:00 AM,7/4/2004 10:00:00 AM,7/4/2004 6:00:00 AM,NI,8875
7/4/2004 10:00:00 AM,7/4/2004 6:00:00 AM,7/4/2004 11:00:00 AM,7/4/2004 7:00:00 AM,PJM-E,24457
7/4/2004 10:00:00 AM,7/4/2004 6:00:00 AM,7/4/2004 11:00:00 AM,7/4/2004 7:00:00 AM,PJM-W,4405
7/4/2004 10:00:00 AM,7/4/2004 6:00:00 AM,7/4/2004 11:00:00 AM,7/4/2004 7:00:00 AM,NI,8768
7/4/2004 11:00:00 AM,7/4/2004 7:00:00 AM,7/4/2004 12:00:00 PM,7/4/2004 8:00:00 AM,PJM-E,26002
7/4/2004 11:00:00 AM,7/4/2004 7:00:00 AM,7/4/2004 12:00:00 PM,7/4/2004 8:00:00 AM,PJM-W,4623
7/4/2004 11:00:00 AM,7/4/2004 7:00:00 AM,7/4/2004 12:00:00 PM,7/4/2004 8:00:00 AM,NI,8717
7/4/2004 12:00:00 PM,7/4/2004 8:00:00 AM,7/4/2004 1:00:00 PM,7/4/2004 9:00:00 AM,PJM-E,28608
7/4/2004 12:00:00 PM,7/4/2004 8:00:00 AM,7/4/2004 1:00:00 PM,7/4/2004 9:00:00 AM,PJM-W,5056
7/4/2004 12:00:00 PM,7/4/2004 8:00:00 AM,7/4/2004 1:00:00 PM,7/4/2004 9:00:00 AM,NI,9056
7/4/2004 1:00:00 PM,7/4/2004 9:00:00 AM,7/4/2004 2:00:00 PM,7/4/2004 10:00:00 AM,PJM-E,31393
7/4/2004 1:00:00 PM,7/4/2004 9:00:00 AM,7/4/2004 2:00:00 PM,7/4/2004 10:00:00 AM,PJM-W,5499
7/4/2004 1:00:00 PM,7/4/2004 9:00:00 AM,7/4/2004 2:00:00 PM,7/4/2004 10:00:00 AM,NI,9596
7/4/2004 2:00:00 PM,7/4/2004 10:00:00 AM,7/4/2004 3:00:00 PM,7/4/2004 11:00:00 AM,PJM-E,33690
7/4/2004 2:00:00 PM,7/4/2004 10:00:00 AM,7/4/2004 3:00:00 PM,7/4/2004 11:00:00 AM,PJM-W,5795
7/4/2004 2:00:00 PM,7/4/2004 10:00:00 AM,7/4/2004 3:00:00 PM,7/4/2004 11:00:00 AM,NI,10168
7/4/2004 3:00:00 PM,7/4/2004 11:00:00 AM,7/4/2004 4:00:00 PM,7/4/2004 12:00:00 PM,PJM-E,35517
7/4/2004 3:00:00 PM,7/4/2004 11:00:00 AM,7/4/2004 4:00:00 PM,7/4/2004 12:00:00 PM,PJM-W,6077
7/4/2004 3:00:00 PM,7/4/2004 11:00:00 AM,7/4/2004 4:00:00 PM,7/4/2004 12:00:00 PM,NI,10882
7/4/2004 4:00:00 PM,7/4/2004 12:00:00 PM,7/4/2004 5:00:00 PM,7/4/2004 1:00:00 PM,PJM-E,36726
7/4/2004 4:00:00 PM,7/4/2004 12:00:00 PM,7/4/2004 5:00:00 PM,7/4/2004 1:00:00 PM,PJM-W,6322
7/4/2004 4:00:00 PM,7/4/2004 12:00:00 PM,7/4/2004 5:00:00 PM,7/4/2004 1:00:00 PM,NI,11494
7/4/2004 5:00:00 PM,7/4/2004 1:00:00 PM,7/4/2004 6:00:00 PM,7/4/2004 2:00:00 PM,PJM-E,37319
7/4/2004 5:00:00 PM,7/4/2004 1:00:00 PM,7/4/2004 6:00:00 PM,7/4/2004 2:00:00 PM,PJM-W,6476
7/4/2004 5:00:00 PM,7/4/2004 1:00:00 PM,7/4/2004 6:00:00 PM,7/4/2004 2:00:00 PM,NI,11835
7/4/2004 6:00:00 PM,7/4/2004 2:00:00 PM,7/4/2004 7:00:00 PM,7/4/2004 3:00:00 PM,PJM-E,37493
7/4/2004 6:00:00 PM,7/4/2004 2:00:00 PM,7/4/2004 7:00:00 PM,7/4/2004 3:00:00 PM,PJM-W,6436
7/4/2004 6:00:00 PM,7/4/2004 2:00:00 PM,7/4/2004 7:00:00 PM,7/4/2004 3:00:00 PM,NI,11966
7/4/2004 7:00:00 PM,7/4/2004 3:00:00 PM,7/4/2004 8:00:00 PM,7/4/2004 4:00:00 PM,PJM-E,37262
7/4/2004 7:00:00 PM,7/4/2004 3:00:00 PM,7/4/2004 8:00:00 PM,7/4/2004 4:00:00 PM,PJM-W,6403
7/4/2004 7:00:00 PM,7/4/2004 3:00:00 PM,7/4/2004 8:00:00 PM,7/4/2004 4:00:00 PM,NI,12154
7/4/2004 8:00:00 PM,7/4/2004 4:00:00 PM,7/4/2004 9:00:00 PM,7/4/2004 5:00:00 PM,PJM-E,37085
7/4/2004 8:00:00 PM,7/4/2004 4:00:00 PM,7/4/2004 9:00:00 PM,7/4/2004 5:00:00 PM,PJM-W,6300
7/4/2004 8:00:00 PM,7/4/2004 4:00:00 PM,7/4/2004 9:00:00 PM,7/4/2004 5:00:00 PM,NI,12346
7/4/2004 9:00:00 PM,7/4/2004 5:00:00 PM,7/4/2004 10:00:00 PM,7/4/2004 6:00:00 PM,PJM-E,36742
7/4/2004 9:00:00 PM,7/4/2004 5:00:00 PM,7/4/2004 10:00:00 PM,7/4/2004 6:00:00 PM,PJM-W,6187
7/4/2004 9:00:00 PM,7/4/2004 5:00:00 PM,7/4/2004 10:00:00 PM,7/4/2004 6:00:00 PM,NI,12549
7/4/2004 10:00:00 PM,7/4/2004 6:00:00 PM,7/4/2004 11:00:00 PM,7/4/2004 7:00:00 PM,PJM-E,35725
7/4/2004 10:00:00 PM,7/4/2004 6:00:00 PM,7/4/2004 11:00:00 PM,7/4/2004 7:00:00 PM,PJM-W,6063
7/4/2004 10:00:00 PM,7/4/2004 6:00:00 PM,7/4/2004 11:00:00 PM,7/4/2004 7:00:00 PM,NI,12558
7/4/2004 11:00:00 PM,7/4/2004 7:00:00 PM,7/5/2004 12:00:00 AM,7/4/2004 8:00:00 PM,PJM-E,34347
7/4/2004 11:00:00 PM,7/4/2004 7:00:00 PM,7/5/2004 12:00:00 AM,7/4/2004 8:00:00 PM,PJM-W,5915
7/4/2004 11:00:00 PM,7/4/2004 7:00:00 PM,7/5/2004 12:00:00 AM,7/4/2004 8:00:00 PM,NI,12342
7/5/2004 12:00:00 AM,7/4/2004 8:00:00 PM,7/5/2004 1:00:00 AM,7/4/2004 9:00:00 PM,PJM-E,33858
7/5/2004 12:00:00 AM,7/4/2004 8:00:00 PM,7/5/2004 1:00:00 AM,7/4/2004 9:00:00 PM,PJM-W,5757
7/5/2004 12:00:00 AM,7/4/2004 8:00:00 PM,7/5/2004 1:00:00 AM,7/4/2004 9:00:00 PM,NI,11989
7/5/2004 1:00:00 AM,7/4/2004 9:00:00 PM,7/5/2004 2:00:00 AM,7/4/2004 10:00:00 PM,PJM-E,33713
7/5/2004 1:00:00 AM,7/4/2004 9:00:00 PM,7/5/2004 2:00:00 AM,7/4/2004 10:00:00 PM,PJM-W,5731
7/5/2004 1:00:00 AM,7/4/2004 9:00:00 PM,7/5/2004 2:00:00 AM,7/4/2004 10:00:00 PM,NI,11813
7/5/2004 2:00:00 AM,7/4/2004 10:00:00 PM,7/5/2004 3:00:00 AM,7/4/2004 11:00:00 PM,PJM-E,32953
7/5/2004 2:00:00 AM,7/4/2004 10:00:00 PM,7/5/2004 3:00:00 AM,7/4/2004 11:00:00 PM,PJM-W,5543
7/5/2004 2:00:00 AM,7/4/2004 10:00:00 PM,7/5/2004 3:00:00 AM,7/4/2004 11:00:00 PM,NI,11708
7/5/2004 3:00:00 AM,7/4/2004 11:00:00 PM,7/5/2004 4:00:00 AM,7/5/2004 12:00:00 AM,PJM-E,31605
7/5/2004 3:00:00 AM,7/4/2004 11:00:00 PM,7/5/2004 4:00:00 AM,7/5/2004 12:00:00 AM,PJM-W,5357
7/5/2004 3:00:00 AM,7/4/2004 11:00:00 PM,7/5/2004 4:00:00 AM,7/5/2004 12:00:00 AM,NI,11428
7/5/2004 4:00:00 AM,7/5/2004 12:00:00 AM,7/5/2004 5:00:00 AM,7/5/2004 1:00:00 AM,PJM-E,29558
7/5/2004 4:00:00 AM,7/5/2004 12:00:00 AM,7/5/2004 5:00:00 AM,7/5/2004 1:00:00 AM,PJM-W,4953
7/5/2004 4:00:00 AM,7/5/2004 12:00:00 AM,7/5/2004 5:00:00 AM,7/5/2004 1:00:00 AM,NI,10957
7/5/2004 5:00:00 AM,7/5/2004 1:00:00 AM,7/5/2004 6:00:00 AM,7/5/2004 2:00:00 AM,PJM-E,28069
7/5/2004 5:00:00 AM,7/5/2004 1:00:00 AM,7/5/2004 6:00:00 AM,7/5/2004 2:00:00 AM,PJM-W,4728
7/5/2004 5:00:00 AM,7/5/2004 1:00:00 AM,7/5/2004 6:00:00 AM,7/5/2004 2:00:00 AM,NI,10299
7/5/2004 6:00:00 AM,7/5/2004 2:00:00 AM,7/5/2004 7:00:00 AM,7/5/2004 3:00:00 AM,PJM-E,27016
7/5/2004 6:00:00 AM,7/5/2004 2:00:00 AM,7/5/2004 7:00:00 AM,7/5/2004 3:00:00 AM,PJM-W,4565
7/5/2004 6:00:00 AM,7/5/2004 2:00:00 AM,7/5/2004 7:00:00 AM,7/5/2004 3:00:00 AM,NI,9681
7/5/2004 7:00:00 AM,7/5/2004 3:00:00 AM,7/5/2004 8:00:00 AM,7/5/2004 4:00:00 AM,PJM-E,26571
7/5/2004 7:00:00 AM,7/5/2004 3:00:00 AM,7/5/2004 8:00:00 AM,7/5/2004 4:00:00 AM,PJM-W,4453
7/5/2004 7:00:00 AM,7/5/2004 3:00:00 AM,7/5/2004 8:00:00 AM,7/5/2004 4:00:00 AM,NI,9258
7/5/2004 8:00:00 AM,7/5/2004 4:00:00 AM,7/5/2004 9:00:00 AM,7/5/2004 5:00:00 AM,PJM-E,26476
7/5/2004 8:00:00 AM,7/5/2004 4:00:00 AM,7/5/2004 9:00:00 AM,7/5/2004 5:00:00 AM,PJM-W,4415
7/5/2004 8:00:00 AM,7/5/2004 4:00:00 AM,7/5/2004 9:00:00 AM,7/5/2004 5:00:00 AM,NI,8983
7/5/2004 9:00:00 AM,7/5/2004 5:00:00 AM,7/5/2004 10:00:00 AM,7/5/2004 6:00:00 AM,PJM-E,26914
7/5/2004 9:00:00 AM,7/5/2004 5:00:00 AM,7/5/2004 10:00:00 AM,7/5/2004 6:00:00 AM,PJM-W,4495
7/5/2004 9:00:00 AM,7/5/2004 5:00:00 AM,7/5/2004 10:00:00 AM,7/5/2004 6:00:00 AM,NI,8846
7/5/2004 10:00:00 AM,7/5/2004 6:00:00 AM,7/5/2004 11:00:00 AM,7/5/2004 7:00:00 AM,PJM-E,27510
7/5/2004 10:00:00 AM,7/5/2004 6:00:00 AM,7/5/2004 11:00:00 AM,7/5/2004 7:00:00 AM,PJM-W,4527
7/5/2004 10:00:00 AM,7/5/2004 6:00:00 AM,7/5/2004 11:00:00 AM,7/5/2004 7:00:00 AM,NI,8693
7/5/2004 11:00:00 AM,7/5/2004 7:00:00 AM,7/5/2004 12:00:00 PM,7/5/2004 8:00:00 AM,PJM-E,29159
7/5/2004 11:00:00 AM,7/5/2004 7:00:00 AM,7/5/2004 12:00:00 PM,7/5/2004 8:00:00 AM,PJM-W,4826
7/5/2004 11:00:00 AM,7/5/2004 7:00:00 AM,7/5/2004 12:00:00 PM,7/5/2004 8:00:00 AM,NI,8750
7/5/2004 12:00:00 PM,7/5/2004 8:00:00 AM,7/5/2004 1:00:00 PM,7/5/2004 9:00:00 AM,PJM-E,31995
7/5/2004 12:00:00 PM,7/5/2004 8:00:00 AM,7/5/2004 1:00:00 PM,7/5/2004 9:00:00 AM,PJM-W,5294
7/5/2004 12:00:00 PM,7/5/2004 8:00:00 AM,7/5/2004 1:00:00 PM,7/5/2004 9:00:00 AM,NI,9195
7/5/2004 1:00:00 PM,7/5/2004 9:00:00 AM,7/5/2004 2:00:00 PM,7/5/2004 10:00:00 AM,PJM-E,35651
7/5/2004 1:00:00 PM,7/5/2004 9:00:00 AM,7/5/2004 2:00:00 PM,7/5/2004 10:00:00 AM,PJM-W,5861
7/5/2004 1:00:00 PM,7/5/2004 9:00:00 AM,7/5/2004 2:00:00 PM,7/5/2004 10:00:00 AM,NI,9838
7/5/2004 2:00:00 PM,7/5/2004 10:00:00 AM,7/5/2004 3:00:00 PM,7/5/2004 11:00:00 AM,PJM-E,38925
7/5/2004 2:00:00 PM,7/5/2004 10:00:00 AM,7/5/2004 3:00:00 PM,7/5/2004 11:00:00 AM,PJM-W,6322
7/5/2004 2:00:00 PM,7/5/2004 10:00:00 AM,7/5/2004 3:00:00 PM,7/5/2004 11:00:00 AM,NI,10488
7/5/2004 3:00:00 PM,7/5/2004 11:00:00 AM,7/5/2004 4:00:00 PM,7/5/2004 12:00:00 PM,PJM-E,41551
7/5/2004 3:00:00 PM,7/5/2004 11:00:00 AM,7/5/2004 4:00:00 PM,7/5/2004 12:00:00 PM,PJM-W,6612
7/5/2004 3:00:00 PM,7/5/2004 11:00:00 AM,7/5/2004 4:00:00 PM,7/5/2004 12:00:00 PM,NI,11103
7/5/2004 4:00:00 PM,7/5/2004 12:00:00 PM,7/5/2004 5:00:00 PM,7/5/2004 1:00:00 PM,PJM-E,43466
7/5/2004 4:00:00 PM,7/5/2004 12:00:00 PM,7/5/2004 5:00:00 PM,7/5/2004 1:00:00 PM,PJM-W,6808
7/5/2004 4:00:00 PM,7/5/2004 12:00:00 PM,7/5/2004 5:00:00 PM,7/5/2004 1:00:00 PM,NI,11611
7/5/2004 5:00:00 PM,7/5/2004 1:00:00 PM,7/5/2004 6:00:00 PM,7/5/2004 2:00:00 PM,PJM-E,44608
7/5/2004 5:00:00 PM,7/5/2004 1:00:00 PM,7/5/2004 6:00:00 PM,7/5/2004 2:00:00 PM,PJM-W,6892
7/5/2004 5:00:00 PM,7/5/2004 1:00:00 PM,7/5/2004 6:00:00 PM,7/5/2004 2:00:00 PM,NI,12018
7/5/2004 6:00:00 PM,7/5/2004 2:00:00 PM,7/5/2004 7:00:00 PM,7/5/2004 3:00:00 PM,PJM-E,45424
7/5/2004 6:00:00 PM,7/5/2004 2:00:00 PM,7/5/2004 7:00:00 PM,7/5/2004 3:00:00 PM,PJM-W,6959
7/5/2004 6:00:00 PM,7/5/2004 2:00:00 PM,7/5/2004 7:00:00 PM,7/5/2004 3:00:00 PM,NI,12155
7/5/2004 7:00:00 PM,7/5/2004 3:00:00 PM,7/5/2004 8:00:00 PM,7/5/2004 4:00:00 PM,PJM-E,46070
7/5/2004 7:00:00 PM,7/5/2004 3:00:00 PM,7/5/2004 8:00:00 PM,7/5/2004 4:00:00 PM,PJM-W,7017
7/5/2004 7:00:00 PM,7/5/2004 3:00:00 PM,7/5/2004 8:00:00 PM,7/5/2004 4:00:00 PM,NI,12208
7/5/2004 8:00:00 PM,7/5/2004 4:00:00 PM,7/5/2004 9:00:00 PM,7/5/2004 5:00:00 PM,PJM-E,46404
7/5/2004 8:00:00 PM,7/5/2004 4:00:00 PM,7/5/2004 9:00:00 PM,7/5/2004 5:00:00 PM,PJM-W,7119
7/5/2004 8:00:00 PM,7/5/2004 4:00:00 PM,7/5/2004 9:00:00 PM,7/5/2004 5:00:00 PM,NI,12079
7/5/2004 9:00:00 PM,7/5/2004 5:00:00 PM,7/5/2004 10:00:00 PM,7/5/2004 6:00:00 PM,PJM-E,46357
7/5/2004 9:00:00 PM,7/5/2004 5:00:00 PM,7/5/2004 10:00:00 PM,7/5/2004 6:00:00 PM,PJM-W,7168
7/5/2004 9:00:00 PM,7/5/2004 5:00:00 PM,7/5/2004 10:00:00 PM,7/5/2004 6:00:00 PM,NI,11807
7/5/2004 10:00:00 PM,7/5/2004 6:00:00 PM,7/5/2004 11:00:00 PM,7/5/2004 7:00:00 PM,PJM-E,45722
7/5/2004 10:00:00 PM,7/5/2004 6:00:00 PM,7/5/2004 11:00:00 PM,7/5/2004 7:00:00 PM,PJM-W,7038
7/5/2004 10:00:00 PM,7/5/2004 6:00:00 PM,7/5/2004 11:00:00 PM,7/5/2004 7:00:00 PM,NI,11496
7/5/2004 11:00:00 PM,7/5/2004 7:00:00 PM,7/6/2004 12:00:00 AM,7/5/2004 8:00:00 PM,PJM-E,44304
7/5/2004 11:00:00 PM,7/5/2004 7:00:00 PM,7/6/2004 12:00:00 AM,7/5/2004 8:00:00 PM,PJM-W,6814
7/5/2004 11:00:00 PM,7/5/2004 7:00:00 PM,7/6/2004 12:00:00 AM,7/5/2004 8:00:00 PM,NI,10988
7/6/2004 12:00:00 AM,7/5/2004 8:00:00 PM,7/6/2004 1:00:00 AM,7/5/2004 9:00:00 PM,PJM-E,43462
7/6/2004 12:00:00 AM,7/5/2004 8:00:00 PM,7/6/2004 1:00:00 AM,7/5/2004 9:00:00 PM,PJM-W,6641
7/6/2004 12:00:00 AM,7/5/2004 8:00:00 PM,7/6/2004 1:00:00 AM,7/5/2004 9:00:00 PM,NI,10620
7/6/2004 1:00:00 AM,7/5/2004 9:00:00 PM,7/6/2004 2:00:00 AM,7/5/2004 10:00:00 PM,PJM-E,43158
7/6/2004 1:00:00 AM,7/5/2004 9:00:00 PM,7/6/2004 2:00:00 AM,7/5/2004 10:00:00 PM,PJM-W,6585
7/6/2004 1:00:00 AM,7/5/2004 9:00:00 PM,7/6/2004 2:00:00 AM,7/5/2004 10:00:00 PM,NI,10704
7/6/2004 2:00:00 AM,7/5/2004 10:00:00 PM,7/6/2004 3:00:00 AM,7/5/2004 11:00:00 PM,PJM-E,40178
7/6/2004 2:00:00 AM,7/5/2004 10:00:00 PM,7/6/2004 3:00:00 AM,7/5/2004 11:00:00 PM,PJM-W,6175
7/6/2004 2:00:00 AM,7/5/2004 10:00:00 PM,7/6/2004 3:00:00 AM,7/5/2004 11:00:00 PM,NI,10742
7/6/2004 3:00:00 AM,7/5/2004 11:00:00 PM,7/6/2004 4:00:00 AM,7/6/2004 12:00:00 AM,PJM-E,36564
7/6/2004 3:00:00 AM,7/5/2004 11:00:00 PM,7/6/2004 4:00:00 AM,7/6/2004 12:00:00 AM,PJM-W,5604
7/6/2004 3:00:00 AM,7/5/2004 11:00:00 PM,7/6/2004 4:00:00 AM,7/6/2004 12:00:00 AM,NI,10138
7/6/2004 4:00:00 AM,7/6/2004 12:00:00 AM,7/6/2004 5:00:00 AM,7/6/2004 1:00:00 AM,PJM-E,33615
7/6/2004 4:00:00 AM,7/6/2004 12:00:00 AM,7/6/2004 5:00:00 AM,7/6/2004 1:00:00 AM,PJM-W,5166
7/6/2004 4:00:00 AM,7/6/2004 12:00:00 AM,7/6/2004 5:00:00 AM,7/6/2004 1:00:00 AM,NI,9407
7/6/2004 5:00:00 AM,7/6/2004 1:00:00 AM,7/6/2004 6:00:00 AM,7/6/2004 2:00:00 AM,PJM-E,31402
7/6/2004 5:00:00 AM,7/6/2004 1:00:00 AM,7/6/2004 6:00:00 AM,7/6/2004 2:00:00 AM,PJM-W,4931
7/6/2004 5:00:00 AM,7/6/2004 1:00:00 AM,7/6/2004 6:00:00 AM,7/6/2004 2:00:00 AM,NI,8943
7/6/2004 6:00:00 AM,7/6/2004 2:00:00 AM,7/6/2004 7:00:00 AM,7/6/2004 3:00:00 AM,PJM-E,29862
7/6/2004 6:00:00 AM,7/6/2004 2:00:00 AM,7/6/2004 7:00:00 AM,7/6/2004 3:00:00 AM,PJM-W,4701
7/6/2004 6:00:00 AM,7/6/2004 2:00:00 AM,7/6/2004 7:00:00 AM,7/6/2004 3:00:00 AM,NI,8604
7/6/2004 7:00:00 AM,7/6/2004 3:00:00 AM,7/6/2004 8:00:00 AM,7/6/2004 4:00:00 AM,PJM-E,28918
7/6/2004 7:00:00 AM,7/6/2004 3:00:00 AM,7/6/2004 8:00:00 AM,7/6/2004 4:00:00 AM,PJM-W,4580
7/6/2004 7:00:00 AM,7/6/2004 3:00:00 AM,7/6/2004 8:00:00 AM,7/6/2004 4:00:00 AM,NI,8436
7/6/2004 8:00:00 AM,7/6/2004 4:00:00 AM,7/6/2004 9:00:00 AM,7/6/2004 5:00:00 AM,PJM-E,28661
7/6/2004 8:00:00 AM,7/6/2004 4:00:00 AM,7/6/2004 9:00:00 AM,7/6/2004 5:00:00 AM,PJM-W,4608
7/6/2004 8:00:00 AM,7/6/2004 4:00:00 AM,7/6/2004 9:00:00 AM,7/6/2004 5:00:00 AM,NI,8380
7/6/2004 9:00:00 AM,7/6/2004 5:00:00 AM,7/6/2004 10:00:00 AM,7/6/2004 6:00:00 AM,PJM-E,29445
7/6/2004 9:00:00 AM,7/6/2004 5:00:00 AM,7/6/2004 10:00:00 AM,7/6/2004 6:00:00 AM,PJM-W,4770
7/6/2004 9:00:00 AM,7/6/2004 5:00:00 AM,7/6/2004 10:00:00 AM,7/6/2004 6:00:00 AM,NI,8596
7/6/2004 10:00:00 AM,7/6/2004 6:00:00 AM,7/6/2004 11:00:00 AM,7/6/2004 7:00:00 AM,PJM-E,31592
7/6/2004 10:00:00 AM,7/6/2004 6:00:00 AM,7/6/2004 11:00:00 AM,7/6/2004 7:00:00 AM,PJM-W,5038
7/6/2004 10:00:00 AM,7/6/2004 6:00:00 AM,7/6/2004 11:00:00 AM,7/6/2004 7:00:00 AM,NI,9142
7/6/2004 11:00:00 AM,7/6/2004 7:00:00 AM,7/6/2004 12:00:00 PM,7/6/2004 8:00:00 AM,PJM-E,34920
7/6/2004 11:00:00 AM,7/6/2004 7:00:00 AM,7/6/2004 12:00:00 PM,7/6/2004 8:00:00 AM,PJM-W,5476
7/6/2004 11:00:00 AM,7/6/2004 7:00:00 AM,7/6/2004 12:00:00 PM,7/6/2004 8:00:00 AM,NI,10227
7/6/2004 12:00:00 PM,7/6/2004 8:00:00 AM,7/6/2004 1:00:00 PM,7/6/2004 9:00:00 AM,PJM-E,37341
7/6/2004 12:00:00 PM,7/6/2004 8:00:00 AM,7/6/2004 1:00:00 PM,7/6/2004 9:00:00 AM,PJM-W,5781
7/6/2004 12:00:00 PM,7/6/2004 8:00:00 AM,7/6/2004 1:00:00 PM,7/6/2004 9:00:00 AM,NI,11583
